INSERT INTO AssistenciaAceita (id_assistenciaaceita, id_produto, id_prestador, codigo, dataassis, nome_segurado, servico, enderecoretirada, enderecoentrega, veiculo, valorsaida, valorhoraparada, valorhoratrabalhada, valortotalassist)
514,2,5,9051,2024-04-05,Mariana Nascimento,Troca de Pneus,"Vale de Dias, 99","Conjunto de da Cunha, 2",Chevrolet Onix,80.0,,24.2,104.2
515,3,5,9980,2024-08-03,João Felipe da Luz,Remoção,"Parque Gonçalves, 536","Ladeira João Felipe Silveira, 35",Toyota Corolla,180.0,,,180.0
516,1,5,7936,2024-01-16,Brenda Nogueira,Carga de Bateria,"Aeroporto Nunes, 3",Travessa Lucas Gabriel Pinto,Honda Civic,80.0,,,80.0
517,3,5,8433,2024-08-17,Otávio Correia,Remoção,Estrada Catarina Pereira,"Praia Fogaça, 744",Toyota Corolla,180.0,24.01,23.52,227.53
518,2,5,6388,2024-05-19,Cauã Silveira,Carga de Bateria,"Jardim de Cunha, 33","Quadra Azevedo, 95",Chevrolet Onix,80.0,20.33,36.23,136.56
519,3,6,8253,2024-09-14,Carlos Eduardo Peixoto,Troca de Pneus,"Lagoa de Cardoso, 641","Praia de Dias, 8",Chevrolet Onix,80.0,8.68,5.9,94.58
520,3,6,2705,2024-05-11,Sra. Kamilly Carvalho,Remoção,"Condomínio Thales Moura, 2","Setor Caio da Luz, 6",Chevrolet Onix,180.0,28.83,,208.83
521,2,6,6292,2024-08-10,Pedro Lucas da Luz,Carga de Bateria,Trevo de Caldeira,"Favela Thomas da Conceição, 30",Chevrolet Onix,80.0,9.21,28.8,118.01
522,1,6,9784,2024-08-13,Isabelly Mendes,Troca de Pneus,"Loteamento Aragão, 69","Vila de Caldeira, 93",Toyota Corolla,80.0,,5.7,85.7
523,1,6,5408,2024-05-24,Lara Nunes,Remoção,"Colônia de da Cruz, 37","Lago Brenda Ferreira, 38",Ford Ranger,180.0,3.07,,183.07
524,1,6,6423,2024-03-03,Emanuel Nascimento,Carga de Bateria,Loteamento de Gomes,"Estrada Paulo Caldeira, 53",Fiat Palio,80.0,,9.49,89.49
525,3,6,9944,2024-07-09,Eloah da Paz,Remoção,"Vale Luiz Miguel Correia, 28","Viela Cardoso, 1",Ford Ranger,180.0,39.2,17.19,236.39
526,3,6,6150,2024-05-30,Sr. Gabriel Moraes,Carga de Bateria,Chácara Lívia Araújo,"Condomínio Olivia Santos, 2",Toyota Corolla,80.0,36.9,26.14,143.04
527,1,6,2973,2024-08-07,Isis Pereira,Troca de Pneus,Estação Cardoso,Viaduto de da Mata,Fiat Palio,80.0,,,80.0
528,1,6,5625,2024-08-02,Clarice Barros,Carga de Bateria,"Vereda de Araújo, 74","Estação Fernandes, 27",Fiat Palio,80.0,,10.33,90.33
529,1,6,8446,2024-01-22,Stephany Campos,Troca de Pneus,Fazenda Mariane Freitas,"Ladeira de Duarte, 46",Honda Civic,80.0,15.22,,95.22
530,3,6,5339,2024-07-09,Lucca Rocha,Remoção,Parque de Moreira,"Recanto Farias, 94",Toyota Corolla,180.0,32.57,9.34,221.91
531,3,6,6854,2024-01-09,Sr. Gabriel da Paz,Carga de Bateria,"Jardim Ana Clara das Neves, 9","Área de Fernandes, 37",Chevrolet Onix,80.0,,,80.0
532,1,6,6720,2024-04-12,Elisa Vieira,Remoção,"Área Fernandes, 79","Largo Lucca Alves, 31",Ford Ranger,180.0,38.32,20.97,239.29
533,3,6,3422,2024-06-13,Matheus Farias,Troca de Pneus,"Ladeira Emanuelly Costa, 4","Favela Carlos Eduardo Cavalcanti, 829",Fiat Palio,80.0,,,80.0
534,3,6,7630,2024-08-25,Emanuella Barbosa,Troca de Pneus,"Jardim Pires, 72","Feira Fogaça, 15",Ford Ranger,80.0,,,80.0
535,2,6,7150,2024-02-04,Davi Lucas Nascimento,Troca de Pneus,"Setor de Peixoto, 41","Praia de Silva, 45",Chevrolet Onix,80.0,,27.24,107.24
536,2,7,2490,2024-05-22,Dr. Enzo Araújo,Troca de Pneus,"Esplanada Emilly Lopes, 6","Favela Gabriel Caldeira, 73",Toyota Corolla,80.0,,19.58,99.58
537,1,7,3819,2024-06-09,Maria Luiza Farias,Remoção,"Trevo de Vieira, 27","Travessa Silva, 31",Honda Civic,180.0,,26.2,206.2
538,2,7,7389,2024-04-03,Carlos Eduardo Pereira,Carga de Bateria,"Colônia Costela, 60","Pátio Breno Duarte, 265",Fiat Palio,80.0,25.35,18.61,123.96
539,3,7,4045,2024-03-15,Ana Julia Araújo,Remoção,"Alameda Dias, 159",Trevo da Paz,Honda Civic,180.0,,,180.0
540,1,7,1586,2024-08-10,Beatriz da Mota,Remoção,"Ladeira João Gabriel Fogaça, 72",Vila Nina Vieira,Chevrolet Onix,180.0,12.98,,192.98
541,1,7,8239,2024-03-09,Luigi Pires,Carga de Bateria,"Avenida Nascimento, 18","Distrito de Souza, 30",Ford Ranger,80.0,11.01,,91.01
542,2,7,8611,2024-05-24,Luna Monteiro,Carga de Bateria,"Largo da Mata, 370","Esplanada de Aragão, 7",Toyota Corolla,80.0,0.55,27.57,108.12
543,2,7,2336,2024-07-29,João Lucas Castro,Remoção,Ladeira João Felipe Silva,"Loteamento Farias, 51",Honda Civic,180.0,,,180.0
544,1,7,2989,2024-05-31,Diego Freitas,Troca de Pneus,"Estação da Mota, 178","Favela da Luz, 600",Toyota Corolla,80.0,,9.25,89.25
545,2,7,7582,2024-08-19,Eloah Ferreira,Remoção,"Praça Cardoso, 39","Rua de Farias, 78",Fiat Palio,180.0,,,180.0
546,3,7,5512,2024-02-03,Sra. Laura Vieira,Troca de Pneus,"Praça Fogaça, 646","Núcleo João Lucas da Rocha, 46",Chevrolet Onix,80.0,,,80.0
547,3,7,1693,2024-02-03,Thales Fernandes,Carga de Bateria,"Parque de Pires, 6","Quadra Clara Nunes, 35",Ford Ranger,80.0,17.32,,97.32
548,1,7,9976,2024-05-15,Alexandre da Luz,Carga de Bateria,Vereda Duarte,"Área Ferreira, 71",Fiat Palio,80.0,,,80.0
549,2,7,1582,2024-01-06,Ana Oliveira,Troca de Pneus,"Pátio Pedro Miguel Campos, 43",Praça Moreira,Toyota Corolla,80.0,,28.9,108.9
550,1,7,5885,2024-09-05,Sra. Joana Novaes,Remoção,Rua Vieira,Jardim Joaquim Costela,Chevrolet Onix,180.0,4.06,19.22,203.28
551,3,7,8449,2024-05-16,Matheus Viana,Remoção,"Núcleo de Moraes, 69",Estrada Lucas Gabriel Souza,Ford Ranger,180.0,24.35,22.61,226.96
552,3,7,2200,2024-03-03,Sr. Rafael das Neves,Troca de Pneus,Chácara Mariana Barbosa,Distrito de Cardoso,Honda Civic,80.0,4.52,33.35,117.87
553,1,7,9414,2024-02-04,Luiz Miguel Gomes,Troca de Pneus,"Sítio Maria Clara Nogueira, 237","Feira Porto, 16",Chevrolet Onix,80.0,27.56,,107.56
554,1,8,5010,2024-04-02,Elisa Aragão,Troca de Pneus,"Conjunto Cardoso, 73","Lago Matheus Silveira, 19",Honda Civic,80.0,35.46,,115.46
555,3,8,2155,2024-04-09,Sr. Luiz Otávio Vieira,Carga de Bateria,"Largo de Melo, 84","Loteamento Farias, 5",Toyota Corolla,80.0,,,80.0
556,3,8,7110,2024-07-08,Noah Cardoso,Carga de Bateria,"Esplanada Nathan Moura, 65","Rua de Mendes, 597",Honda Civic,80.0,2.55,32.83,115.38
557,3,8,9146,2024-01-09,Leonardo Oliveira,Carga de Bateria,"Quadra Marina Nogueira, 61","Viela Rebeca Lima, 27",Toyota Corolla,80.0,,,80.0
558,2,8,5096,2024-01-31,João Gabriel Ribeiro,Remoção,"Sítio Valentina Oliveira, 268","Vereda Peixoto, 333",Ford Ranger,180.0,25.94,,205.94
559,3,8,4449,2024-06-01,Dra. Fernanda Nascimento,Carga de Bateria,"Pátio de Oliveira, 49","Recanto Henrique Castro, 8",Ford Ranger,80.0,,7.54,87.54
560,1,8,2393,2024-01-15,Gustavo Henrique da Mota,Remoção,"Loteamento da Mata, 44","Largo Lima, 29",Ford Ranger,180.0,,39.88,219.88
561,2,8,9465,2024-07-10,João Lucas Santos,Troca de Pneus,"Estrada Alana Vieira, 7",Colônia da Rosa,Honda Civic,80.0,,7.84,87.84
562,1,8,5300,2024-02-08,Luiz Fernando Duarte,Carga de Bateria,"Quadra Stephany Ferreira, 82",Parque da Conceição,Toyota Corolla,80.0,16.53,,96.53
563,2,8,6313,2024-01-31,Arthur Freitas,Troca de Pneus,Favela Correia,"Via de Teixeira, 38",Honda Civic,80.0,,31.8,111.8
564,1,8,2450,2024-04-11,Miguel Viana,Carga de Bateria,"Quadra de Viana, 6",Estrada João Moreira,Fiat Palio,80.0,,,80.0
565,1,8,5402,2024-01-25,Samuel Monteiro,Carga de Bateria,"Área de Rodrigues, 460","Ladeira de Nogueira, 29",Toyota Corolla,80.0,32.2,17.35,129.55
566,3,8,2674,2024-07-28,Maria Luiza Rezende,Remoção,"Sítio Duarte, 7","Distrito Gomes, 80",Honda Civic,180.0,,,180.0
567,3,8,7095,2024-08-04,Luiz Fernando Araújo,Carga de Bateria,"Lago Calebe Carvalho, 96","Lago da Rocha, 64",Chevrolet Onix,80.0,22.39,18.22,120.61
568,2,8,7853,2024-09-02,Pietra Dias,Carga de Bateria,"Lago Silva, 56","Loteamento de Lima, 86",Chevrolet Onix,80.0,,,80.0
569,3,8,5876,2024-02-07,Dr. Noah Carvalho,Remoção,"Aeroporto de Nunes, 2","Largo Juan Mendes, 63",Ford Ranger,180.0,,30.12,210.12
570,1,8,2339,2024-09-03,Dr. Yuri da Rocha,Remoção,"Largo Mendes, 136","Largo da Mota, 1",Ford Ranger,180.0,25.38,,205.38
571,2,9,4866,2024-07-04,Ana Carolina Aragão,Carga de Bateria,"Quadra de Ferreira, 54","Parque Nascimento, 33",Honda Civic,80.0,,,80.0
572,3,9,8388,2024-03-17,Ana Carolina Rocha,Remoção,"Recanto Nogueira, 35","Alameda Luiz Gustavo Moura, 9",Ford Ranger,180.0,32.79,36.0,248.79
573,3,9,7048,2024-04-29,Sr. Joaquim Barbosa,Troca de Pneus,"Rua Davi Lucas Correia, 354","Lago da Mata, 26",Ford Ranger,80.0,31.91,18.4,130.31
574,3,9,2654,2024-05-18,Dra. Eloah Barbosa,Carga de Bateria,Fazenda Lucca Moreira,"Sítio de Gonçalves, 94",Honda Civic,80.0,5.99,38.23,124.22
575,1,9,1248,2024-05-30,João Miguel da Paz,Troca de Pneus,"Favela Camila Fogaça, 76","Colônia Sophie Silva, 31",Ford Ranger,80.0,12.04,,92.04
576,3,9,1589,2024-04-13,João Guilherme Martins,Troca de Pneus,"Trevo de Mendes, 48","Trecho Luiz Miguel Pinto, 32",Fiat Palio,80.0,37.11,,117.11
577,3,9,7394,2024-02-03,Renan Gomes,Carga de Bateria,"Distrito Fernandes, 22","Avenida Carlos Eduardo Campos, 20",Fiat Palio,80.0,35.65,27.95,143.6
578,1,9,7555,2024-08-16,Alexia da Conceição,Remoção,Condomínio Rezende,"Colônia Maysa Fogaça, 73",Ford Ranger,180.0,24.91,,204.91
579,1,9,5291,2024-08-10,Luiz Henrique Ribeiro,Troca de Pneus,Vereda de Silva,"Vila da Paz, 1",Fiat Palio,80.0,12.37,,92.37
580,2,9,5187,2024-03-18,Sofia Aragão,Troca de Pneus,"Lago de Gonçalves, 40","Conjunto de Mendes, 74",Toyota Corolla,80.0,,1.65,81.65
581,3,9,5219,2024-01-13,Marcos Vinicius Nascimento,Carga de Bateria,"Setor Nicole da Conceição, 92","Rua Novaes, 3",Toyota Corolla,80.0,6.75,16.21,102.96
582,3,9,7042,2024-03-10,Laís Monteiro,Carga de Bateria,"Aeroporto Silva, 9","Largo Camila Duarte, 69",Ford Ranger,80.0,22.64,31.24,133.88
583,2,9,3698,2024-03-25,Luana Melo,Remoção,"Quadra de Moraes, 38","Chácara Moreira, 58",Fiat Palio,180.0,22.12,,202.12
584,3,9,6526,2024-09-08,Nina Lopes,Carga de Bateria,"Conjunto Bryan Araújo, 32","Favela Pinto, 9",Ford Ranger,80.0,,34.33,114.33
585,1,9,9680,2024-04-23,Eduardo Pinto,Troca de Pneus,"Pátio de Oliveira, 56","Esplanada Noah Costa, 787",Honda Civic,80.0,15.67,34.76,130.43
586,1,9,5984,2024-08-08,Srta. Sarah Dias,Carga de Bateria,"Loteamento Peixoto, 129",Residencial de Melo,Ford Ranger,80.0,33.4,2.19,115.59
587,3,9,8597,2024-03-17,Rebeca Viana,Remoção,Jardim da Cunha,"Travessa Igor da Cunha, 687",Toyota Corolla,180.0,11.41,,191.41
588,3,10,8835,2024-04-17,Joana Rocha,Troca de Pneus,Passarela de Farias,"Parque de Duarte, 22",Ford Ranger,80.0,,5.14,85.14
589,3,10,4954,2024-05-24,Sarah Sales,Troca de Pneus,"Distrito Nathan Silveira, 6","Viela de Barbosa, 52",Chevrolet Onix,80.0,,,80.0
590,1,10,1066,2024-07-04,Caroline Dias,Carga de Bateria,Trecho Fernandes,"Parque de Cardoso, 3",Fiat Palio,80.0,8.78,,88.78
591,3,10,3337,2024-08-15,Ana Júlia Moreira,Carga de Bateria,"Viaduto Almeida, 8",Estrada das Neves,Chevrolet Onix,80.0,4.67,,84.67
592,2,10,7638,2024-08-18,Ana Laura Vieira,Troca de Pneus,"Conjunto Amanda Dias, 62","Trevo de Porto, 5",Fiat Palio,80.0,13.05,,93.05
593,1,10,8642,2024-09-11,João Pinto,Troca de Pneus,"Avenida Fogaça, 8","Campo Gomes, 371",Toyota Corolla,80.0,,16.09,96.09
594,2,10,8373,2024-05-13,Cecília Farias,Troca de Pneus,"Feira Davi Lucas Fernandes, 25","Loteamento de Freitas, 98",Fiat Palio,80.0,,,80.0
595,3,10,7067,2024-07-19,Matheus Carvalho,Carga de Bateria,"Colônia Valentina Moreira, 21","Colônia Stephany Peixoto, 355",Fiat Palio,80.0,6.76,,86.76
596,1,10,6224,2024-02-11,Miguel Fogaça,Troca de Pneus,"Via de Alves, 57","Esplanada Daniela Pires, 322",Chevrolet Onix,80.0,32.33,26.04,138.37
597,2,10,8123,2024-09-01,Pietra Melo,Troca de Pneus,"Lago Lopes, 6",Praia de Vieira,Toyota Corolla,80.0,,,80.0
598,3,10,8006,2024-09-24,Eloah Cardoso,Carga de Bateria,"Praça Henrique Nascimento, 59","Esplanada Vitor Gabriel das Neves, 10",Toyota Corolla,80.0,25.08,,105.08
599,1,10,8738,2024-08-18,Sabrina Porto,Troca de Pneus,Esplanada Novaes,"Travessa de Pires, 34",Toyota Corolla,80.0,21.38,5.99,107.37
600,1,10,9428,2024-03-26,Dr. Antônio Peixoto,Carga de Bateria,"Vale Fernando Pereira, 80","Recanto Isaac Freitas, 78",Honda Civic,80.0,29.98,33.47,143.45
601,3,10,2836,2024-04-28,Dr. Nicolas Campos,Carga de Bateria,"Praça de Porto, 6","Ladeira de Souza, 76",Chevrolet Onix,80.0,36.03,3.98,120.01
602,3,10,7836,2024-07-11,Fernando Pereira,Carga de Bateria,"Favela de Azevedo, 17",Quadra de Carvalho,Fiat Palio,80.0,,4.27,84.27
603,2,10,7542,2024-07-19,Yago Silva,Carga de Bateria,"Campo de Pinto, 49","Loteamento Caldeira, 37",Honda Civic,80.0,13.83,13.07,106.9
604,3,10,9856,2024-05-12,Maysa da Mata,Carga de Bateria,"Viela Luiza da Rosa, 732","Vila da Costa, 78",Chevrolet Onix,80.0,,14.76,94.76
605,2,11,8254,2024-08-11,Bernardo da Conceição,Carga de Bateria,"Favela Lívia Sales, 5",Travessa Dias,Ford Ranger,80.0,,29.22,109.22
656,3,13,1119,2024-06-25,Maria Luiza das Neves,Carga de Bateria,Aeroporto Vieira,"Distrito Alves, 24",Chevrolet Onix,80.0,3.29,3.32,86.61
606,1,11,3624,2024-08-13,Sra. Alice Alves,Remoção,"Colônia Marcelo Pinto, 89","Colônia de da Conceição, 20",Chevrolet Onix,180.0,,4.14,184.14
607,3,11,5556,2024-05-23,Olivia Pereira,Remoção,Colônia Isadora Fernandes,"Recanto de Gonçalves, 64",Fiat Palio,180.0,,,180.0
608,2,11,5466,2024-08-22,Thales Caldeira,Remoção,"Trecho Pires, 78","Praia Alves, 646",Honda Civic,180.0,9.95,16.96,206.91
609,3,11,8135,2024-04-18,Samuel Nascimento,Remoção,"Vereda de Sales, 42","Distrito de Fogaça, 1",Chevrolet Onix,180.0,6.84,15.78,202.62
610,1,11,3038,2024-02-11,Sr. Caio Costa,Carga de Bateria,"Loteamento Eduardo Ramos, 22","Rodovia Ribeiro, 99",Toyota Corolla,80.0,31.91,,111.91
611,1,11,7612,2024-05-12,Maria Sophia Azevedo,Carga de Bateria,"Feira Yuri Almeida, 41","Rodovia de Caldeira, 76",Chevrolet Onix,80.0,,,80.0
612,1,11,7077,2024-03-07,Eloah Gomes,Troca de Pneus,"Residencial João Dias, 24","Distrito Marcelo Correia, 59",Honda Civic,80.0,,,80.0
613,3,11,9918,2024-02-05,Davi Luiz da Mota,Carga de Bateria,Trevo Diego Rezende,"Condomínio Nascimento, 8",Honda Civic,80.0,1.22,,81.22
614,3,11,3375,2024-02-21,Theo Araújo,Troca de Pneus,"Distrito da Costa, 35",Via de Lopes,Fiat Palio,80.0,5.57,,85.57
615,1,11,1794,2024-04-08,Lucas Costa,Troca de Pneus,"Alameda Martins, 692",Travessa Matheus da Paz,Fiat Palio,80.0,37.25,33.36,150.61
616,2,11,5994,2024-01-22,Sabrina Ramos,Carga de Bateria,"Travessa da Mata, 59","Quadra Anthony Ferreira, 60",Fiat Palio,80.0,,,80.0
617,1,11,3393,2024-04-14,Bryan Novaes,Troca de Pneus,"Campo de Dias, 19","Vila de Caldeira, 9",Chevrolet Onix,80.0,9.55,36.47,126.02
618,3,11,8257,2024-03-17,Sr. Diego Viana,Remoção,"Área Ana Beatriz Fogaça, 981",Trevo de da Rosa,Chevrolet Onix,180.0,,,180.0
619,1,11,6052,2024-04-02,Daniela Monteiro,Remoção,"Alameda Barbosa, 72","Morro Jesus, 99",Chevrolet Onix,180.0,,19.8,199.8
620,1,11,7720,2024-06-23,Igor da Mota,Remoção,"Colônia Silva, 36","Campo Maria Martins, 99",Toyota Corolla,180.0,,,180.0
621,1,11,5550,2024-04-30,Pedro Henrique Silva,Troca de Pneus,"Favela de Gonçalves, 9","Condomínio de Castro, 51",Fiat Palio,80.0,14.85,21.07,115.92
622,1,12,2816,2024-03-10,Sra. Ana Luiza Dias,Carga de Bateria,"Área Santos, 84","Vereda Emanuelly Pereira, 26",Toyota Corolla,80.0,,,80.0
623,2,12,7576,2024-05-29,Vicente Almeida,Troca de Pneus,"Rua Lívia Jesus, 94","Praça Thiago Viana, 1",Ford Ranger,80.0,6.16,,86.16
624,1,12,7040,2024-03-06,Maria Vitória Gonçalves,Carga de Bateria,"Vereda de Monteiro, 82","Quadra de Aragão, 45",Chevrolet Onix,80.0,,,80.0
625,1,12,8872,2024-06-10,Ana Sophia Santos,Carga de Bateria,"Alameda da Mota, 57","Esplanada Nogueira, 23",Fiat Palio,80.0,,,80.0
626,1,12,4669,2024-03-03,Ana Carolina Azevedo,Remoção,"Largo de Costa, 36","Recanto Rezende, 613",Ford Ranger,180.0,,,180.0
627,1,12,2666,2024-06-27,Mirella Azevedo,Carga de Bateria,Rodovia Gabriela Silva,"Núcleo de Cardoso, 11",Toyota Corolla,80.0,,10.7,90.7
628,1,12,4663,2024-06-18,André das Neves,Carga de Bateria,"Favela Leonardo das Neves, 81","Largo Novaes, 85",Chevrolet Onix,80.0,,,80.0
629,3,12,9185,2024-05-01,André Aragão,Remoção,"Via de da Paz, 4","Recanto Lívia Cardoso, 74",Fiat Palio,180.0,7.65,,187.65
630,3,12,4985,2024-02-02,Nicolas Moura,Carga de Bateria,"Recanto Nascimento, 51",Distrito Erick Nunes,Fiat Palio,80.0,24.54,,104.54
631,1,12,1876,2024-04-08,Kaique Nunes,Remoção,"Recanto da Rosa, 25","Viela Emanuel Freitas, 478",Chevrolet Onix,180.0,,7.6,187.6
632,2,12,3578,2024-05-30,Renan Castro,Remoção,"Chácara de Pires, 736","Via de Moraes, 70",Toyota Corolla,180.0,,,180.0
633,1,12,3621,2024-09-22,Sr. Daniel Costela,Carga de Bateria,Morro de Dias,Colônia Maria Sophia Castro,Fiat Palio,80.0,17.34,26.09,123.43
634,3,12,2709,2024-05-11,Melissa Pinto,Remoção,"Ladeira Barbosa, 391",Jardim Kaique Ferreira,Ford Ranger,180.0,,,180.0
635,3,12,5168,2024-01-31,Srta. Giovanna Caldeira,Troca de Pneus,"Parque de Nunes, 21",Fazenda Kaique Freitas,Ford Ranger,80.0,,28.32,108.32
636,3,12,4481,2024-04-18,Benjamin Novaes,Carga de Bateria,"Praça Marcos Vinicius Souza, 63","Estação da Mota, 52",Toyota Corolla,80.0,,,80.0
637,1,12,3090,2024-04-13,Bruno Silva,Remoção,"Quadra de Lopes, 73","Recanto Laura da Conceição, 50",Fiat Palio,180.0,,4.55,184.55
638,3,12,8028,2024-04-04,Daniela Alves,Troca de Pneus,"Colônia da Rosa, 30","Sítio Otávio Nunes, 12",Toyota Corolla,80.0,,,80.0
639,1,12,1329,2024-02-19,Ana Julia da Conceição,Carga de Bateria,"Lagoa das Neves, 70","Estação Luiz Otávio Dias, 41",Chevrolet Onix,80.0,,,80.0
640,3,13,7003,2024-03-01,Anthony Moreira,Remoção,Recanto Guilherme Novaes,"Parque de Gomes, 3",Chevrolet Onix,180.0,,38.65,218.65
641,1,13,1033,2024-04-19,Marcelo Moreira,Remoção,Recanto Alves,"Loteamento Nogueira, 84",Chevrolet Onix,180.0,13.29,2.18,195.47
642,1,13,4676,2024-02-04,Vicente Silveira,Troca de Pneus,"Ladeira Lima, 97","Estação das Neves, 52",Honda Civic,80.0,,35.08,115.08
643,2,13,1694,2024-04-20,Gabriela Peixoto,Troca de Pneus,"Largo de Fogaça, 341","Quadra da Mata, 20",Ford Ranger,80.0,23.17,,103.17
644,2,13,4552,2024-07-01,Sra. Stephany Cunha,Troca de Pneus,Condomínio de Jesus,"Condomínio de Teixeira, 2",Ford Ranger,80.0,,39.88,119.88
645,2,13,9052,2024-07-19,Eduardo Nogueira,Troca de Pneus,Travessa de Pinto,"Rodovia Ferreira, 180",Ford Ranger,80.0,,,80.0
646,3,13,5003,2024-03-16,Leonardo Ribeiro,Carga de Bateria,"Pátio Noah Gomes, 97","Avenida de Caldeira, 59",Ford Ranger,80.0,,,80.0
647,2,13,7062,2024-08-14,Mariana Novaes,Troca de Pneus,"Condomínio de Cardoso, 52","Viaduto Davi Ferreira, 720",Honda Civic,80.0,21.02,1.48,102.5
648,2,13,1204,2024-04-26,Bryan da Cunha,Remoção,"Colônia de Cunha, 328","Via de Pinto, 17",Honda Civic,180.0,20.7,,200.7
649,2,13,9324,2024-04-07,Ana Vitória da Rosa,Troca de Pneus,"Conjunto da Rocha, 94","Jardim Correia, 82",Fiat Palio,80.0,5.22,4.08,89.3
650,1,13,4896,2024-05-12,Maitê Souza,Troca de Pneus,Trevo João Gabriel da Cunha,"Lago Souza, 10",Chevrolet Onix,80.0,9.62,,89.62
651,2,13,5728,2024-06-03,Mariana Souza,Troca de Pneus,"Recanto de Rocha, 13",Campo da Paz,Toyota Corolla,80.0,14.54,33.21,127.75
652,1,13,7067,2024-07-09,Letícia Ribeiro,Remoção,"Condomínio Rafael Martins, 81","Loteamento da Cunha, 77",Toyota Corolla,180.0,,,180.0
653,2,13,8216,2024-04-17,Benício da Rosa,Carga de Bateria,"Passarela Nunes, 693","Morro de das Neves, 29",Ford Ranger,80.0,,,80.0
654,2,13,8375,2024-07-27,Isaac da Mata,Troca de Pneus,"Fazenda de Sales, 93","Favela Esther Nascimento, 845",Toyota Corolla,80.0,,,80.0
655,3,13,7993,2024-04-21,Heloísa Gonçalves,Carga de Bateria,"Quadra de Santos, 51","Aeroporto de Gonçalves, 3",Ford Ranger,80.0,38.07,10.53,128.6
657,1,14,6653,2024-01-08,Alana Pinto,Carga de Bateria,"Vale Novaes, 70",Recanto Cavalcanti,Chevrolet Onix,80.0,,31.45,111.45
658,3,14,5290,2024-03-27,Thiago Pinto,Troca de Pneus,"Largo Lívia Pinto, 984","Núcleo Luiz Felipe Novaes, 6",Fiat Palio,80.0,,,80.0
659,3,14,3748,2024-07-16,Srta. Stephany Cunha,Troca de Pneus,"Residencial Samuel Correia, 826",Fazenda Duarte,Toyota Corolla,80.0,,31.39,111.39
660,3,14,9348,2024-03-11,João Felipe Correia,Remoção,"Viela Nina Barros, 24",Alameda Rodrigues,Ford Ranger,180.0,,,180.0
661,1,14,6516,2024-02-14,Maria Luiza Fogaça,Remoção,"Estação Jesus, 54","Passarela Mendes, 25",Chevrolet Onix,180.0,29.52,,209.52
662,1,14,2454,2024-07-31,Gustavo Henrique Fernandes,Carga de Bateria,"Morro de Nunes, 183","Parque Esther Cardoso, 7",Fiat Palio,80.0,35.93,30.04,145.97
663,2,14,8678,2024-07-18,Pedro Lucas Castro,Carga de Bateria,"Praça de Cavalcanti, 96","Fazenda Ana Beatriz Lopes, 1",Fiat Palio,80.0,,,80.0
664,2,14,5807,2024-08-11,Henrique Farias,Remoção,"Praia Silva, 62","Rodovia Lorenzo Dias, 356",Honda Civic,180.0,,,180.0
665,3,14,3940,2024-08-27,Dra. Amanda Novaes,Troca de Pneus,"Sítio Aragão, 8","Setor Alana Castro, 322",Honda Civic,80.0,,34.55,114.55
666,3,14,3606,2024-01-06,Enrico Gomes,Troca de Pneus,"Largo de Pinto, 18","Quadra Viana, 96",Fiat Palio,80.0,,,80.0
667,2,14,9318,2024-09-18,João Gabriel Cardoso,Troca de Pneus,"Vila Fernando da Costa, 815","Vereda Cardoso, 375",Toyota Corolla,80.0,34.43,,114.43
668,1,14,1846,2024-03-03,Fernanda Fernandes,Carga de Bateria,"Passarela André da Mata, 42","Morro Gustavo Henrique Aragão, 11",Fiat Palio,80.0,34.52,,114.52
669,3,14,2455,2024-09-24,Yago da Mota,Remoção,"Rua Almeida, 68","Favela da Mota, 11",Honda Civic,180.0,39.91,,219.91
670,2,14,9161,2024-04-17,Ana Júlia Barros,Troca de Pneus,"Vila Castro, 13","Esplanada Julia Campos, 86",Toyota Corolla,80.0,,3.19,83.19
671,2,14,5466,2024-05-06,Larissa Campos,Remoção,"Sítio Rezende, 55","Ladeira de Nogueira, 152",Ford Ranger,180.0,21.33,35.78,237.11
672,3,14,8103,2024-07-13,Ana Julia Souza,Remoção,"Ladeira Pinto, 3","Estrada de Lopes, 21",Honda Civic,180.0,,28.07,208.07
673,3,14,4997,2024-05-20,Isabel da Luz,Troca de Pneus,"Sítio de Dias, 57","Vila Silva, 594",Honda Civic,80.0,,27.31,107.31
674,3,15,4575,2024-09-21,Maitê Porto,Carga de Bateria,"Campo Cardoso, 35","Quadra de Barros, 7",Ford Ranger,80.0,,,80.0
675,1,15,6209,2024-08-17,Benjamin Teixeira,Carga de Bateria,"Fazenda Lívia da Cruz, 9","Avenida Luna Aragão, 12",Chevrolet Onix,80.0,20.51,26.85,127.36
676,2,15,5951,2024-04-13,Lucas Gabriel Pinto,Remoção,"Trecho Leonardo Nogueira, 45","Rua de Campos, 980",Fiat Palio,180.0,,,180.0
677,2,15,1007,2024-07-21,João Felipe Castro,Remoção,"Loteamento Porto, 39",Ladeira de Fogaça,Fiat Palio,180.0,37.97,36.07,254.04
678,2,15,6320,2024-01-18,João Felipe Moreira,Carga de Bateria,"Alameda Lorenzo Cunha, 420",Lago Isis Castro,Toyota Corolla,80.0,,,80.0
679,3,15,5005,2024-01-20,Pedro Henrique Fogaça,Troca de Pneus,"Quadra Pinto, 20",Praia de Silva,Toyota Corolla,80.0,29.28,29.1,138.38
